age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary,month_int
30,blue-collar,single,primary,no,459,yes,no,17,apr,7.32,1,-1,0,unknown,no,0,4.0
33,blue-collar,married,secondary,no,216,yes,yes,17,apr,1.97,1,-1,0,unknown,no,0,4.0
35,admin.,divorced,secondary,no,-402,yes,no,17,apr,0.77,1,-1,0,unknown,no,0,4.0
34,management,divorced,tertiary,no,528,yes,no,17,apr,3.88,2,-1,0,unknown,no,0,4.0
35,management,married,tertiary,no,232,yes,yes,17,apr,4.15,1,-1,0,unknown,no,0,4.0
42,services,married,secondary,no,120,yes,no,17,apr,2.98,1,-1,0,unknown,no,0,4.0
28,housemaid,single,secondary,no,781,yes,no,17,apr,0.87,1,-1,0,unknown,no,0,4.0
34,services,single,secondary,no,0,yes,no,17,apr,1.87,1,332,3,failure,no,0,4.0
44,blue-collar,married,secondary,no,788,yes,no,17,apr,6.53,1,-1,0,unknown,no,0,4.0
44,technician,married,secondary,no,566,yes,yes,17,apr,7.78,1,-1,0,unknown,no,0,4.0
43,admin.,married,secondary,no,264,yes,no,17,apr,1.88,2,-1,0,unknown,no,0,4.0
43,admin.,single,tertiary,no,664,yes,no,17,apr,1.98,1,-1,0,unknown,no,0,4.0
47,blue-collar,married,secondary,no,2128,yes,no,17,apr,1.63,1,-1,0,unknown,no,0,4.0
52,management,married,primary,no,98,yes,no,17,apr,6.7,1,345,2,failure,no,0,4.0
34,blue-collar,married,secondary,no,1134,yes,no,17,apr,6.8,1,329,2,failure,no,0,4.0
55,admin.,married,secondary,no,865,yes,no,17,apr,1.42,1,151,1,failure,no,0,4.0
40,blue-collar,married,primary,no,127,yes,no,17,apr,1.27,1,-1,0,unknown,no,0,4.0
25,student,single,secondary,no,1790,no,no,17,apr,3.73,1,322,3,failure,no,0,4.0
36,services,married,secondary,no,456,yes,yes,17,apr,4.9,1,319,4,failure,no,0,4.0
37,services,married,secondary,no,616,yes,no,17,apr,0.3,1,-1,0,unknown,no,0,4.0
37,services,married,secondary,no,1399,yes,no,17,apr,7.0,1,-1,0,unknown,no,0,4.0
28,student,single,secondary,no,378,yes,no,17,apr,5.77,1,-1,0,unknown,no,0,4.0
46,blue-collar,married,secondary,no,450,yes,no,17,apr,3.3,1,-1,0,unknown,no,0,4.0
34,services,married,secondary,no,210,yes,yes,17,apr,2.92,1,332,1,failure,no,0,4.0
64,retired,married,primary,no,493,no,no,17,apr,1.8,1,-1,0,unknown,no,0,4.0
33,entrepreneur,married,secondary,no,135,yes,no,17,apr,1.9,1,345,2,failure,no,0,4.0
33,blue-collar,married,secondary,no,489,yes,no,17,apr,9.2,1,332,1,failure,no,0,4.0
44,admin.,divorced,secondary,no,445,yes,no,17,apr,2.37,1,-1,0,unknown,no,0,4.0
39,admin.,married,primary,no,510,yes,no,17,apr,2.58,1,-1,0,unknown,no,0,4.0
36,blue-collar,married,primary,no,442,yes,no,17,apr,3.97,1,326,3,failure,no,0,4.0
37,blue-collar,single,secondary,no,90,yes,no,17,apr,6.93,1,340,5,failure,no,0,4.0
34,blue-collar,married,secondary,no,1226,yes,no,17,apr,1.43,1,-1,0,unknown,no,0,4.0
38,admin.,single,secondary,no,245,yes,yes,17,apr,1.18,2,345,2,success,no,0,4.0
50,blue-collar,married,secondary,no,181,yes,no,17,apr,9.98,2,-1,0,unknown,no,0,4.0
42,blue-collar,married,primary,no,205,yes,no,17,apr,9.7,1,-1,0,unknown,no,0,4.0
41,technician,married,secondary,no,359,yes,no,17,apr,3.5,1,-1,0,unknown,no,0,4.0
36,blue-collar,single,primary,no,295,yes,no,17,apr,4.78,1,-1,0,unknown,no,0,4.0
30,services,married,secondary,no,249,yes,no,17,apr,4.9,1,275,2,failure,no,0,4.0
37,management,married,tertiary,no,0,yes,no,17,apr,3.93,3,-1,0,unknown,no,0,4.0
34,services,married,secondary,no,703,no,no,17,apr,4.7,2,150,2,failure,no,0,4.0
31,admin.,single,secondary,no,391,yes,no,17,apr,6.93,1,-1,0,unknown,no,0,4.0
33,admin.,married,secondary,no,7,yes,no,17,apr,10.2,1,148,1,failure,no,0,4.0
42,admin.,divorced,secondary,no,5354,yes,no,17,apr,13.32,1,-1,0,unknown,no,0,4.0
34,admin.,single,secondary,no,63,yes,no,17,apr,11.3,1,-1,0,unknown,yes,1,4.0
50,blue-collar,married,secondary,no,325,yes,no,17,apr,2.5,1,-1,0,unknown,no,0,4.0
36,blue-collar,single,primary,no,263,yes,no,17,apr,3.32,2,337,2,failure,no,0,4.0
32,services,single,secondary,no,-402,yes,no,17,apr,2.25,1,-1,0,unknown,no,0,4.0
52,retired,divorced,primary,no,-779,yes,yes,17,apr,11.82,1,-1,0,unknown,yes,1,4.0
38,blue-collar,married,primary,no,3242,yes,no,17,apr,3.3,5,331,1,failure,no,0,4.0
38,management,single,tertiary,no,35,yes,no,17,apr,2.6,1,273,3,failure,no,0,4.0
29,blue-collar,single,primary,no,3508,yes,no,17,apr,7.7,1,-1,0,unknown,no,0,4.0
50,admin.,married,secondary,no,512,yes,yes,17,apr,1.28,3,338,3,failure,no,0,4.0
35,blue-collar,married,secondary,no,0,yes,no,17,apr,3.38,1,-1,0,unknown,no,0,4.0
39,services,married,tertiary,no,0,no,no,17,apr,8.1,2,-1,0,unknown,no,0,4.0
29,blue-collar,single,secondary,no,770,yes,no,17,apr,5.68,1,-1,0,unknown,no,0,4.0
52,blue-collar,married,secondary,no,1374,yes,no,17,apr,4.45,2,322,1,failure,no,0,4.0
52,blue-collar,married,secondary,no,568,yes,no,17,apr,4.1,1,317,1,failure,no,0,4.0
43,services,married,primary,no,-88,yes,yes,17,apr,5.22,1,147,2,failure,no,0,4.0
32,technician,single,tertiary,no,1059,yes,no,17,apr,1.92,1,-1,0,unknown,no,0,4.0
31,services,married,secondary,no,-163,yes,no,17,apr,2.25,1,270,2,failure,no,0,4.0
33,blue-collar,married,secondary,no,202,yes,no,17,apr,6.28,1,-1,0,unknown,no,0,4.0
43,blue-collar,married,primary,no,-181,yes,no,17,apr,5.85,1,337,3,failure,no,0,4.0
32,blue-collar,married,secondary,no,435,yes,no,17,apr,7.6,1,331,1,failure,no,0,4.0
54,management,married,secondary,no,-133,yes,no,17,apr,1.27,1,343,2,failure,no,0,4.0
33,services,married,secondary,no,288,yes,no,17,apr,5.1,1,-1,0,unknown,no,0,4.0
38,services,married,tertiary,no,0,yes,no,17,apr,3.98,1,147,4,failure,no,0,4.0
28,blue-collar,single,secondary,no,1065,yes,yes,17,apr,6.77,1,317,1,failure,no,0,4.0
34,technician,married,secondary,no,-126,yes,no,17,apr,4.87,2,-1,0,unknown,no,0,4.0
28,technician,married,secondary,no,-92,yes,no,17,apr,14.55,1,-1,0,unknown,no,0,4.0
29,technician,single,secondary,no,32,yes,yes,17,apr,8.57,1,-1,0,unknown,no,0,4.0
24,blue-collar,single,secondary,no,578,yes,no,17,apr,6.42,5,-1,0,unknown,no,0,4.0
24,blue-collar,married,secondary,no,9,yes,yes,17,apr,7.8,1,-1,0,unknown,no,0,4.0
32,management,divorced,tertiary,no,294,yes,no,17,apr,18.25,1,274,5,success,yes,1,4.0
36,technician,single,tertiary,no,670,yes,no,17,apr,2.03,1,343,1,failure,no,0,4.0
30,services,single,secondary,no,595,yes,no,17,apr,2.87,1,-1,0,unknown,no,0,4.0
45,unemployed,divorced,primary,no,407,yes,no,17,apr,3.27,1,-1,0,unknown,no,0,4.0
39,blue-collar,single,primary,no,561,yes,no,17,apr,1.47,1,-1,0,unknown,no,0,4.0
43,admin.,single,secondary,no,243,yes,no,17,apr,0.52,3,338,5,failure,no,0,4.0
31,blue-collar,married,secondary,no,658,yes,yes,17,apr,4.47,1,270,1,failure,no,0,4.0
31,admin.,married,secondary,no,314,yes,no,17,apr,4.65,1,-1,0,unknown,no,0,4.0
24,student,single,secondary,no,372,yes,no,17,apr,2.38,1,-1,0,unknown,no,0,4.0
29,blue-collar,married,secondary,no,314,yes,yes,17,apr,5.95,1,-1,0,unknown,no,0,4.0
46,blue-collar,married,primary,no,-175,yes,yes,17,apr,4.17,1,324,2,failure,no,0,4.0
33,admin.,single,secondary,no,375,yes,no,17,apr,2.52,1,-1,0,unknown,no,0,4.0
42,blue-collar,married,secondary,no,414,yes,no,17,apr,6.67,3,-1,0,unknown,no,0,4.0
54,management,married,tertiary,no,6525,yes,no,17,apr,3.85,1,149,4,failure,no,0,4.0
34,blue-collar,married,primary,no,329,yes,no,17,apr,15.87,1,343,1,failure,yes,1,4.0
34,admin.,single,secondary,no,598,yes,no,17,apr,6.08,1,324,1,failure,no,0,4.0
33,management,single,tertiary,no,289,yes,no,17,apr,6.47,1,-1,0,unknown,no,0,4.0
31,self-employed,single,tertiary,no,578,yes,no,17,apr,11.07,1,319,4,failure,no,0,4.0
35,technician,divorced,secondary,no,48,yes,no,17,apr,1.22,1,-1,0,unknown,no,0,4.0
31,admin.,single,secondary,no,223,yes,no,17,apr,8.47,1,315,11,success,no,0,4.0
33,blue-collar,single,secondary,no,264,yes,no,17,apr,8.23,1,-1,0,unknown,no,0,4.0
43,admin.,married,secondary,no,214,yes,no,17,apr,7.02,2,324,24,failure,no,0,4.0
54,blue-collar,married,primary,no,551,yes,no,17,apr,4.18,1,263,2,failure,no,0,4.0
36,technician,divorced,secondary,no,253,yes,no,17,apr,0.9,1,-1,0,unknown,no,0,4.0
36,management,single,tertiary,yes,-508,yes,no,17,apr,13.87,2,-1,0,unknown,no,0,4.0
36,services,divorced,secondary,no,543,yes,no,17,apr,1.68,1,269,2,failure,no,0,4.0
33,services,single,secondary,no,48,yes,no,17,apr,5.05,1,-1,0,unknown,no,0,4.0
55,blue-collar,single,primary,no,1187,yes,no,17,apr,1.88,1,319,2,failure,no,0,4.0
28,technician,single,secondary,no,16,no,no,17,apr,4.47,1,333,1,failure,no,0,4.0
46,services,married,tertiary,no,523,yes,no,17,apr,2.87,1,-1,0,unknown,no,0,4.0
32,blue-collar,single,secondary,no,782,yes,no,17,apr,8.62,1,-1,0,unknown,no,0,4.0
32,student,single,secondary,no,329,yes,no,17,apr,3.95,1,-1,0,unknown,no,0,4.0
39,blue-collar,married,primary,no,394,yes,no,17,apr,16.35,2,-1,0,unknown,no,0,4.0
35,blue-collar,married,primary,no,793,yes,no,17,apr,1.77,1,-1,0,unknown,no,0,4.0
34,admin.,married,secondary,no,642,yes,no,17,apr,5.85,1,-1,0,unknown,no,0,4.0
35,services,married,secondary,no,457,yes,no,17,apr,1.15,1,322,2,failure,no,0,4.0
38,management,married,tertiary,no,-113,yes,no,17,apr,2.35,1,323,3,failure,no,0,4.0
51,management,married,tertiary,no,615,yes,no,17,apr,1.62,1,-1,0,unknown,no,0,4.0
36,entrepreneur,married,secondary,no,302,yes,no,17,apr,1.87,1,-1,0,unknown,no,0,4.0
52,blue-collar,married,secondary,no,3429,yes,no,17,apr,8.6,1,-1,0,unknown,no,0,4.0
39,admin.,married,secondary,no,1408,yes,no,17,apr,5.1,1,-1,0,unknown,no,0,4.0
39,admin.,single,secondary,no,1413,yes,no,17,apr,6.6,1,-1,0,unknown,no,0,4.0
36,entrepreneur,married,tertiary,no,247,no,no,17,apr,5.85,1,-1,0,unknown,no,0,4.0
37,services,married,secondary,no,1776,yes,yes,17,apr,3.73,1,-1,0,unknown,no,0,4.0
34,management,married,tertiary,no,436,yes,no,17,apr,0.47,1,345,1,failure,no,0,4.0
41,admin.,married,secondary,no,1010,yes,no,17,apr,0.78,1,338,1,failure,no,0,4.0
38,technician,married,secondary,no,2264,yes,no,17,apr,3.4,1,-1,0,unknown,no,0,4.0
35,services,married,secondary,no,195,yes,no,17,apr,3.38,1,-1,0,unknown,no,0,4.0
48,blue-collar,married,secondary,no,1143,yes,no,17,apr,4.4,1,317,1,failure,no,0,4.0
40,blue-collar,married,secondary,no,4795,yes,no,17,apr,0.95,1,-1,0,unknown,no,0,4.0
45,technician,divorced,secondary,no,976,yes,no,17,apr,3.05,1,338,2,failure,no,0,4.0
40,blue-collar,divorced,primary,no,190,yes,yes,17,apr,2.32,1,346,2,failure,no,0,4.0
34,services,married,secondary,no,334,yes,no,17,apr,2.32,2,318,1,failure,no,0,4.0
30,technician,married,secondary,no,398,yes,no,17,apr,2.2,2,238,2,failure,no,0,4.0
34,technician,married,secondary,no,1641,yes,no,17,apr,6.33,1,-1,0,unknown,no,0,4.0
43,admin.,married,secondary,no,316,yes,no,17,apr,4.82,1,-1,0,unknown,no,0,4.0
55,services,married,secondary,no,2990,yes,no,17,apr,1.38,1,-1,0,unknown,no,0,4.0
32,self-employed,married,primary,no,1074,yes,no,17,apr,0.63,1,329,2,failure,no,0,4.0
30,blue-collar,married,secondary,no,2,yes,yes,17,apr,4.85,2,326,1,failure,no,0,4.0
30,blue-collar,married,secondary,no,5,no,no,17,apr,14.0,3,-1,0,unknown,yes,1,4.0
37,technician,married,secondary,no,-90,yes,no,17,apr,15.35,2,263,3,failure,no,0,4.0
34,blue-collar,divorced,primary,no,172,yes,no,17,apr,5.1,1,-1,0,unknown,no,0,4.0
52,retired,married,primary,no,383,yes,yes,17,apr,4.98,2,-1,0,unknown,no,0,4.0
44,entrepreneur,married,secondary,no,887,yes,no,17,apr,8.65,1,14,2,failure,no,0,4.0
33,management,single,secondary,no,1558,yes,no,17,apr,1.62,1,-1,0,unknown,no,0,4.0
53,services,married,secondary,no,197,yes,no,17,apr,5.12,1,-1,0,unknown,no,0,4.0
29,blue-collar,married,secondary,no,580,yes,yes,17,apr,21.85,2,-1,0,unknown,yes,1,4.0
28,services,single,secondary,no,437,yes,yes,17,apr,3.65,1,322,2,failure,no,0,4.0
34,admin.,married,secondary,no,747,yes,yes,17,apr,4.13,2,-1,0,unknown,no,0,4.0
40,technician,divorced,secondary,no,300,yes,yes,17,apr,6.43,2,-1,0,unknown,no,0,4.0
34,admin.,married,secondary,no,21,no,no,17,apr,5.53,1,346,3,failure,no,0,4.0
54,blue-collar,married,primary,no,736,yes,yes,17,apr,2.63,1,-1,0,unknown,no,0,4.0
28,technician,married,secondary,no,675,yes,no,17,apr,8.32,2,-1,0,unknown,no,0,4.0
34,technician,single,tertiary,no,0,yes,no,17,apr,2.63,2,-1,0,unknown,no,0,4.0
37,management,married,tertiary,no,9269,yes,yes,17,apr,1.18,1,149,2,failure,no,0,4.0
58,technician,married,secondary,no,1476,yes,no,17,apr,4.77,1,-1,0,unknown,no,0,4.0
33,technician,divorced,secondary,no,273,yes,no,17,apr,3.02,1,317,1,failure,no,0,4.0
36,blue-collar,single,secondary,no,275,yes,no,17,apr,1.48,1,332,2,failure,no,0,4.0
32,blue-collar,married,secondary,no,9,yes,no,17,apr,5.57,2,-1,0,unknown,no,0,4.0
28,services,single,secondary,no,3028,yes,no,17,apr,3.05,1,-1,0,unknown,no,0,4.0
31,technician,single,tertiary,no,985,yes,no,17,apr,16.62,1,57,2,failure,yes,1,4.0
32,blue-collar,married,secondary,no,1912,yes,no,17,apr,0.7,1,-1,0,unknown,no,0,4.0
34,management,married,tertiary,no,91,no,no,17,apr,2.4,1,281,1,failure,no,0,4.0
54,admin.,married,secondary,no,426,yes,no,17,apr,1.23,2,323,1,failure,no,0,4.0
40,technician,single,secondary,no,556,yes,no,17,apr,3.9,1,323,1,failure,no,0,4.0
45,blue-collar,married,primary,no,271,yes,yes,17,apr,4.08,1,343,1,failure,no,0,4.0
29,technician,single,secondary,no,205,yes,no,17,apr,3.63,1,340,3,failure,no,0,4.0
34,admin.,married,secondary,no,-44,yes,yes,17,apr,12.65,2,-1,0,unknown,no,0,4.0
32,blue-collar,married,secondary,no,225,yes,no,17,apr,9.57,1,150,1,failure,yes,1,4.0
56,services,single,secondary,no,1222,yes,yes,17,apr,12.57,1,-1,0,unknown,no,0,4.0
74,management,married,tertiary,no,4515,no,no,17,apr,19.35,5,-1,0,unknown,no,0,4.0
49,admin.,married,secondary,no,1096,yes,no,17,apr,10.15,1,303,5,failure,no,0,4.0
39,admin.,married,secondary,no,260,yes,no,17,apr,2.43,1,281,1,failure,no,0,4.0
38,blue-collar,married,secondary,no,825,yes,no,17,apr,3.92,1,-1,0,unknown,no,0,4.0
38,blue-collar,married,primary,no,398,yes,yes,17,apr,3.98,1,332,1,failure,no,0,4.0
48,management,married,tertiary,no,408,yes,no,17,apr,2.2,1,-1,0,unknown,no,0,4.0
31,admin.,married,secondary,no,8295,yes,no,17,apr,3.63,1,149,1,failure,no,0,4.0
36,blue-collar,married,secondary,no,1272,yes,no,17,apr,4.08,1,-1,0,unknown,no,0,4.0
30,admin.,single,secondary,no,69,yes,no,17,apr,16.62,1,-1,0,unknown,yes,1,4.0
79,retired,married,primary,no,3481,no,no,17,apr,1.37,4,-1,0,unknown,no,0,4.0
38,management,married,tertiary,no,5432,yes,yes,17,apr,11.78,1,149,2,failure,no,0,4.0
30,blue-collar,married,secondary,no,-6,yes,no,17,apr,7.68,1,-1,0,unknown,no,0,4.0
36,management,single,tertiary,no,265,yes,no,17,apr,2.33,1,-1,0,unknown,no,0,4.0
53,blue-collar,married,primary,no,2018,yes,yes,17,apr,3.53,1,-1,0,unknown,no,0,4.0
30,blue-collar,married,secondary,no,578,yes,yes,17,apr,1.18,2,317,1,failure,no,0,4.0
48,blue-collar,single,primary,no,185,yes,no,17,apr,3.22,1,-1,0,unknown,no,0,4.0
41,housemaid,divorced,secondary,no,43,yes,no,17,apr,3.3,1,-1,0,unknown,no,0,4.0
32,blue-collar,single,secondary,no,1415,yes,no,17,apr,10.75,1,345,1,failure,no,0,4.0
30,housemaid,single,tertiary,no,2017,yes,no,17,apr,1.8,5,-1,0,unknown,no,0,4.0
57,blue-collar,married,primary,no,93,yes,no,17,apr,2.28,1,-1,0,unknown,no,0,4.0
39,self-employed,married,tertiary,no,-3058,yes,yes,17,apr,14.7,3,-1,0,unknown,yes,1,4.0
42,blue-collar,married,secondary,no,-256,yes,no,17,apr,9.6,1,318,2,failure,no,0,4.0
40,blue-collar,married,secondary,no,1028,yes,yes,17,apr,5.32,1,-1,0,unknown,no,0,4.0
46,blue-collar,married,secondary,no,229,yes,no,17,apr,3.18,1,-1,0,unknown,no,0,4.0
39,technician,married,secondary,no,375,yes,yes,17,apr,12.95,2,-1,0,unknown,no,0,4.0
41,blue-collar,married,secondary,no,382,yes,no,17,apr,3.63,2,-1,0,unknown,no,0,4.0
42,services,married,secondary,no,115,yes,yes,17,apr,2.68,1,149,2,failure,no,0,4.0
34,admin.,married,secondary,no,1467,yes,no,17,apr,1.88,1,332,2,failure,no,0,4.0
50,admin.,divorced,tertiary,no,432,yes,no,17,apr,5.48,1,-1,0,unknown,no,0,4.0
41,management,single,tertiary,no,598,yes,no,17,apr,2.58,1,-1,0,unknown,no,0,4.0
48,technician,single,secondary,no,540,yes,no,17,apr,1.77,1,-1,0,unknown,no,0,4.0
34,blue-collar,married,primary,no,277,yes,no,17,apr,1.27,2,-1,0,unknown,no,0,4.0
53,retired,divorced,secondary,no,-172,yes,yes,17,apr,1.1,1,-1,0,unknown,no,0,4.0
36,blue-collar,married,primary,no,733,yes,no,17,apr,6.37,2,-1,0,unknown,no,0,4.0
33,blue-collar,married,primary,no,5,yes,no,17,apr,16.78,2,-1,0,unknown,yes,1,4.0
40,services,single,secondary,no,224,yes,no,17,apr,14.58,2,-1,0,unknown,yes,1,4.0
31,blue-collar,married,secondary,no,968,no,no,17,apr,7.73,1,-1,0,unknown,no,0,4.0
29,management,married,tertiary,no,760,no,yes,17,apr,1.37,2,-1,0,unknown,no,0,4.0
49,management,married,tertiary,no,5795,yes,no,17,apr,1.25,1,-1,0,unknown,no,0,4.0
32,blue-collar,married,secondary,no,7107,yes,no,17,apr,14.7,2,-1,0,unknown,no,0,4.0
36,management,married,tertiary,no,-196,yes,yes,17,apr,0.72,1,-1,0,unknown,no,0,4.0
35,management,single,tertiary,no,397,yes,no,17,apr,9.9,1,-1,0,unknown,yes,1,4.0
30,blue-collar,married,secondary,no,1171,yes,no,17,apr,0.75,7,324,2,failure,no,0,4.0
33,admin.,married,primary,no,499,no,no,17,apr,1.58,3,-1,0,unknown,no,0,4.0
30,admin.,single,secondary,no,390,yes,no,17,apr,2.92,1,347,1,failure,no,0,4.0
34,services,married,secondary,no,4963,yes,no,17,apr,3.47,1,332,2,failure,no,0,4.0
29,services,married,secondary,no,191,yes,no,17,apr,1.45,1,-1,0,unknown,no,0,4.0
31,unemployed,married,secondary,no,375,yes,no,17,apr,3.63,1,-1,0,unknown,no,0,4.0
41,blue-collar,married,secondary,no,475,yes,no,17,apr,4.23,1,-1,0,unknown,no,0,4.0
33,blue-collar,married,primary,no,-219,yes,no,17,apr,1.07,1,-1,0,unknown,no,0,4.0
43,blue-collar,divorced,secondary,no,-447,yes,no,17,apr,1.42,1,-1,0,unknown,no,0,4.0
47,admin.,single,primary,no,683,no,no,17,apr,1.22,1,148,1,failure,no,0,4.0
47,management,married,tertiary,no,385,yes,no,17,apr,2.42,1,323,4,failure,no,0,4.0
38,technician,single,tertiary,no,2273,yes,no,17,apr,3.7,1,-1,0,unknown,no,0,4.0
40,blue-collar,married,primary,no,572,yes,yes,17,apr,2.85,1,318,1,failure,no,0,4.0
31,technician,married,secondary,no,4,yes,no,17,apr,3.9,2,-1,0,unknown,no,0,4.0
36,blue-collar,married,primary,no,1010,yes,no,17,apr,6.2,1,-1,0,unknown,no,0,4.0
45,blue-collar,married,primary,no,61,no,no,17,apr,1.8,1,-1,0,unknown,no,0,4.0
41,technician,single,tertiary,no,445,yes,no,17,apr,2.3,1,267,1,failure,no,0,4.0
37,admin.,married,primary,no,188,yes,no,17,apr,2.55,1,-1,0,unknown,no,0,4.0
38,blue-collar,married,secondary,no,4771,yes,no,17,apr,3.62,1,-1,0,unknown,no,0,4.0
47,blue-collar,married,secondary,no,8148,yes,no,17,apr,4.12,1,-1,0,unknown,no,0,4.0
37,blue-collar,married,primary,no,3154,yes,no,17,apr,6.73,1,305,3,failure,yes,1,4.0
37,blue-collar,married,primary,no,0,yes,no,17,apr,6.03,2,315,4,failure,no,0,4.0
49,blue-collar,married,primary,no,816,yes,no,17,apr,1.27,1,260,7,failure,no,0,4.0
33,technician,married,secondary,no,5833,yes,no,17,apr,0.95,1,-1,0,unknown,no,0,4.0
36,blue-collar,married,secondary,no,142,yes,no,17,apr,4.18,1,-1,0,unknown,no,0,4.0
33,management,married,tertiary,no,3669,yes,no,17,apr,6.17,1,-1,0,unknown,no,0,4.0
51,blue-collar,married,secondary,no,528,yes,no,17,apr,5.4,3,-1,0,unknown,no,0,4.0
35,management,married,tertiary,no,3217,yes,yes,17,apr,3.58,1,-1,0,unknown,no,0,4.0
30,blue-collar,married,secondary,no,246,yes,no,17,apr,3.18,1,150,7,failure,no,0,4.0
39,blue-collar,married,primary,no,390,yes,no,17,apr,3.43,1,-1,0,unknown,no,0,4.0
29,technician,married,secondary,no,1180,yes,no,17,apr,6.12,3,323,3,failure,yes,1,4.0
39,management,married,secondary,no,315,yes,no,17,apr,2.35,4,-1,0,unknown,no,0,4.0
32,management,single,tertiary,no,703,yes,no,17,apr,3.33,3,-1,0,unknown,no,0,4.0
38,admin.,married,secondary,no,424,yes,no,17,apr,4.65,1,-1,0,unknown,no,0,4.0
36,management,married,tertiary,no,-26,no,no,17,apr,3.57,2,-1,0,unknown,no,0,4.0
41,services,married,primary,no,450,yes,no,17,apr,2.03,1,338,2,failure,no,0,4.0
39,admin.,married,secondary,no,248,yes,no,17,apr,10.82,1,-1,0,unknown,no,0,4.0
35,blue-collar,married,secondary,no,2200,yes,no,17,apr,0.23,1,-1,0,unknown,no,0,4.0
38,admin.,divorced,secondary,no,382,yes,no,17,apr,6.62,1,-1,0,unknown,no,0,4.0
34,services,married,tertiary,no,277,yes,no,17,apr,1.2,4,-1,0,unknown,no,0,4.0
39,services,married,secondary,no,186,yes,no,17,apr,7.22,1,-1,0,unknown,no,0,4.0
33,technician,married,secondary,no,9305,yes,no,17,apr,6.78,2,-1,0,unknown,no,0,4.0
34,blue-collar,married,secondary,no,678,yes,no,17,apr,4.63,1,-1,0,unknown,no,0,4.0
35,blue-collar,single,secondary,no,270,yes,no,17,apr,3.6,1,-1,0,unknown,no,0,4.0
35,admin.,married,secondary,no,437,yes,no,17,apr,2.05,1,-1,0,unknown,no,0,4.0
38,services,married,secondary,no,507,yes,no,17,apr,0.92,1,344,1,failure,no,0,4.0
32,unemployed,single,secondary,no,199,yes,no,17,apr,1.17,1,336,1,failure,no,0,4.0
32,technician,single,tertiary,no,-109,yes,yes,17,apr,6.98,1,-1,0,unknown,no,0,4.0
38,technician,single,secondary,no,884,yes,yes,17,apr,1.88,2,149,3,failure,no,0,4.0
37,blue-collar,married,secondary,no,395,yes,no,17,apr,2.62,2,-1,0,unknown,no,0,4.0
61,retired,divorced,primary,no,876,no,no,17,apr,0.67,9,-1,0,unknown,no,0,4.0
37,entrepreneur,married,secondary,no,209,yes,no,17,apr,1.67,1,-1,0,unknown,no,0,4.0
36,self-employed,married,secondary,no,351,yes,no,17,apr,25.9,3,343,2,failure,no,0,4.0
32,technician,single,secondary,no,801,yes,no,17,apr,10.62,1,-1,0,unknown,no,0,4.0
52,blue-collar,married,primary,no,940,yes,no,17,apr,5.28,1,-1,0,unknown,no,0,4.0
44,admin.,married,secondary,no,266,yes,no,17,apr,4.9,2,-1,0,unknown,no,0,4.0
37,blue-collar,married,primary,no,3977,yes,no,17,apr,4.4,1,-1,0,unknown,no,0,4.0
46,blue-collar,married,primary,no,85,yes,no,17,apr,1.17,1,344,1,failure,no,0,4.0
34,management,married,tertiary,no,520,yes,no,17,apr,6.68,1,248,4,success,no,0,4.0
37,admin.,single,tertiary,no,3954,yes,no,17,apr,3.97,1,331,1,failure,no,0,4.0
71,retired,married,primary,no,2988,no,no,17,apr,2.17,1,-1,0,unknown,yes,1,4.0
36,services,single,secondary,no,92,yes,no,17,apr,0.6,1,-1,0,unknown,no,0,4.0
35,admin.,married,secondary,no,430,yes,no,17,apr,10.18,1,270,4,failure,no,0,4.0
40,admin.,married,secondary,no,824,yes,no,17,apr,5.98,1,-1,0,unknown,no,0,4.0
39,services,divorced,secondary,no,5873,no,no,17,apr,4.67,1,344,2,failure,no,0,4.0
34,entrepreneur,single,tertiary,no,2945,yes,no,17,apr,4.43,1,-1,0,unknown,no,0,4.0
55,management,married,secondary,no,566,yes,no,17,apr,1.78,1,-1,0,unknown,no,0,4.0
31,services,married,secondary,no,371,yes,yes,17,apr,10.9,1,-1,0,unknown,no,0,4.0
30,services,married,secondary,no,134,yes,no,17,apr,13.9,1,-1,0,unknown,no,0,4.0
49,services,married,secondary,no,29,yes,no,17,apr,1.32,1,-1,0,unknown,no,0,4.0
36,management,married,tertiary,no,696,no,no,17,apr,0.68,1,-1,0,unknown,no,0,4.0
44,technician,married,secondary,no,-372,yes,no,17,apr,3.52,3,-1,0,unknown,no,0,4.0
43,technician,married,secondary,no,90,yes,no,17,apr,0.9,2,-1,0,unknown,no,0,4.0
36,technician,single,secondary,yes,-487,yes,no,17,apr,18.0,1,-1,0,unknown,yes,1,4.0
35,blue-collar,married,secondary,no,199,yes,no,17,apr,3.38,1,344,3,failure,no,0,4.0
59,services,divorced,primary,no,6290,yes,no,17,apr,0.32,4,-1,0,unknown,no,0,4.0
24,blue-collar,married,secondary,no,-220,yes,no,17,apr,6.68,1,15,1,failure,no,0,4.0
38,blue-collar,divorced,secondary,no,593,yes,no,17,apr,3.03,2,-1,0,unknown,no,0,4.0
32,services,single,secondary,no,671,yes,no,17,apr,3.95,2,345,3,failure,no,0,4.0
48,management,divorced,tertiary,no,266,yes,no,17,apr,3.3,2,343,1,failure,no,0,4.0
35,services,married,secondary,no,372,yes,no,17,apr,3.37,2,280,1,failure,no,0,4.0
